Period,Project,District,CBS_Hierarchy,Description,Budget_Amount,Period_Spend,JTD_Spend,Forecast_Amount,Forecast_Change,SL_Variance
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.6.3,"POC Design Plans - Permanent Drainage",26860.820000,0.000000,26832.970000,26860.820000,8560.010000,-27.850000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.7,"TSCD",221994.640000,0.000000,222007.640000,222007.640000,71052.370000,1584180.701536834398
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.7.1,"24-227 - WO2.1 - Trestle Design",108711.050000,0.000000,108711.050000,108711.050000,-42218.220000,324400.702988047809
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.7.2,"24-227 - WO2.3 - TW Estimate Support",113283.590000,0.000000,113296.590000,113296.590000,113270.590000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.2,"SYSTRA/IBT",895996.990000,0.000000,895996.990000,895996.990000,-561850.240000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.2.1,"Work Order #2 - Proof of Concept - Preli",895996.990000,0.000000,895996.990000,895996.990000,-561850.240000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1,"Structural",895996.990000,0.000000,895996.990000,895996.990000,-561850.240000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.1,"POC Design Plans - North Approach",0.000000,0.000000,,0.000000,-39048.830000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.2,"POC Design Plans - South Approach",0.000000,0.000000,,0.000000,-39048.830000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.3,"POC Design Plans - Main Span",509633.190000,0.000000,509633.190000,509633.190000,-558843.640000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.4,"POC Design Plans - Pier Protection",0.000000,0.000000,,0.000000,-79713.790000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.5,"Vessel Collisision Risk Analysis",0.000000,0.000000,,0.000000,-27594.080000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.6,"Wind Assessment",0.000000,0.000000,,0.000000,-49268.100000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.7,"Shared Use Path Study",17950.590000,0.000000,17950.590000,17950.590000,-136746.180000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.8,"Main Span Layout Evaluation - Systra/IBT",368413.210000,0.000000,368413.210000,368413.210000,368413.210000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.3,"GZA",682795.170000,0.000000,682795.170000,682795.170000,179996.960000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.3.1,"Work Order #2 - Proof of Concept - Preli",682795.170000,0.000000,682795.170000,682795.170000,179996.960000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.3.1.1,"Geotechnical",682795.170000,0.000000,682795.170000,682795.170000,179996.960000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.3.1.1.1,"Foundation Type Study",109528.480000,0.000000,109528.480000,109528.480000,57096.130000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.3.1.1.2,"Geotechnical Reports",90099.600000,0.000000,90099.600000,90099.600000,-161813.190000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.3.1.1.3,"Field Investigation Plans (Geotechnical",335710.790000,0.000000,335710.790000,335710.790000,187729.380000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.3.1.1.4,"Pile Load Testing Report",110785.020000,0.000000,110785.020000,110785.020000,60313.360000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.3.1.1.5,"Main Span Layout Evaluation - GZA",36671.280000,0.000000,36671.280000,36671.280000,36671.280000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.4,"RWDI",97352.480000,0.000000,97352.480000,97352.480000,-174608.080000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.4.1,"Work Order #2 - Proof of Concept - Preli",97352.480000,0.000000,97352.480000,97352.480000,-174608.080000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.4.1.1,"Structural",97352.480000,0.000000,97352.480000,97352.480000,-174608.080000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.4.1.1.1,"Wind Assessment",61995.320000,0.000000,61995.320000,61995.320000,-209965.240000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.4.1.1.2,"Main Span Layout Evaluation - RWDI",35357.160000,0.000000,35357.160000,35357.160000,35357.160000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.5,"BAIRD",450697.620000,0.000000,450697.620000,470697.620000,-58307.540000,-20000.000000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.3.5.1,"Work Order #2 - Proof of Concept - Preli",450697.620000,0.000000,450697.620000,470697.620000,-58307.540000,-20000.000000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.3.5.1.1,"Structural",247890.840000,0.000000,247890.840000,247890.840000,99427.000000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.5.1.1.1,"Vessel Collisision Risk Analysis",247890.840000,0.000000,247890.840000,247890.840000,99427.000000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.5.1.1.2,"Main Span Layout Evaluation - Baird",0.000000,0.000000,0.000000,0.000000,0.000000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.5.1.2,"Hydraulics and Hydrology (H&H)",202806.780000,0.000000,202806.780000,202806.780000,-137734.540000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.5.1.2.1,"Draft H&H Report",138088.850000,0.000000,138088.850000,138088.850000,-62074.580000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.5.1.2.2,"Draft Scour Analysis Report",64717.930000,0.000000,64717.930000,64717.930000,-75659.960000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.5.1.3,"WO#2.2 - AIS Vessel Data",0.000000,,,20000.000000,-20000.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.6,"DONALD MACDONALD",201161.610000,0.000000,201161.610000,201161.610000,-1569.590000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.6.1,"Work Order #2 - Proof of Concept - Preli",201161.610000,0.000000,201161.610000,201161.610000,-1569.590000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.6.1.1,"Aesthetics",201161.610000,0.000000,201161.610000,201161.610000,-1569.590000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.6.1.1.1,"Draft Visual Quality Plan",111551.530000,0.000000,111551.530000,111551.530000,10185.930000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.6.1.1.2,"2D and 3D Visualizations and Renderings",68121.320000,0.000000,68121.320000,68121.320000,-33244.280000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.6.1.1.3,"Main Span Layout Evaluation - DMD",21488.760000,0.000000,21488.760000,21488.760000,21488.760000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.7,"COWI",868189.520000,0.000000,868189.520000,868189.520000,242215.010000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.7.1,"Work Order #2 - Proof of Concept - Preli",868189.520000,0.000000,868189.520000,868189.520000,242215.010000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.7.1.1,"Structural",868189.520000,0.000000,868189.520000,868189.520000,242215.010000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.7.1.1.1,"POC Design Plans - Pier Protection",868189.520000,0.000000,868189.520000,868189.520000,506632.310000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.7.1.1.2,"Vessel Collisision Risk Analysis",0.000000,0.000000,,0.000000,-264417.300000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.7.1.1.3,"Main Span Layout Evaluation - COWI",,0.000000,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.4,"Work Order #4 - Precon Field Work",726968.820000,15852.560000,359046.430000,711461.300000,15507.520000,-312686.978189643204
202505,106073,Kiewit Infrastructure Engineers,1.1.4.1,"Kiewit Engineering",257451.040000,11212.870000,141396.900000,241943.520000,15507.520000,-78400.243696020283
202505,106073,Kiewit Infrastructure Engineers,1.1.4.1.1,"KIE - Bathymetric Survey - WO#4.05",25703.440000,0.000000,20008.570000,25703.440000,0.000000,-3954.994347826087
202505,106073,Kiewit Infrastructure Engineers,1.1.4.1.2,"KIE - Design Survey - WO#4.01",212363.200000,9519.690000,96432.430000,212363.200000,0.000000,-107545.341304347826
202505,106073,Kiewit Infrastructure Engineers,1.1.4.1.3,"KIE - Subsurface Utility Investigation -",3876.880000,0.000000,5490.060000,3876.880000,0.000000,2090.576521739130
202505,106073,Kiewit Infrastructure Engineers,1.1.4.1.4,"KIE - Land SUE - QLA and QLB N/S Bridges",15507.520000,1693.180000,19465.840000,,15507.520000,
202505,106073,Kiewit Infrastructure Engineers,1.1.4.2,"Seismic Surveys, LLC",0.000000,0.000000,5450.000000,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.4.2.1,"Seismic Survey Vibration Analysis",0.000000,0.000000,5450.000000,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.4.3,"Survey and Mapping (SAM Inc)",469517.780000,4639.690000,212199.530000,469517.780000,0.000000,-238866.116956521739
202505,106073,Kiewit Infrastructure Engineers,1.1.4.3.1,"WO#4.01 Survey and Mapping Inc",469517.780000,4639.690000,212199.530000,469517.780000,0.000000,-238866.116956521739
202505,106073,Kiewit Infrastructure Engineers,1.1.5,"Work Order #7 - Security Design",564744.810000,38922.140000,451040.840000,550785.590000,13959.220000,452684.723539393211
202505,106073,Kiewit Infrastructure Engineers,1.1.5.1,"Thornton & Tomasetti",46573.400000,0.000000,46573.410000,550785.590000,-504212.190000,-504212.180000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.5.1.1,"WO#7 TVRA",46573.400000,0.000000,46573.410000,550785.590000,-504212.190000,-504212.180000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.5.2,"ARA",518171.410000,38922.140000,404467.430000,,518171.410000,
202505,106073,Kiewit Infrastructure Engineers,1.1.5.2.1,"WO#7 TVRA",518171.410000,38922.140000,404467.430000,,518171.410000,
202505,106073,Kiewit Infrastructure Engineers,1.1.6,"Work Order #8",241970.230000,-8973.020000,223624.230000,223624.230000,17883.570000,97799.641329395024
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1,"Kiewit Engineering",241970.230000,-8973.020000,223624.230000,223624.230000,17883.570000,97799.641329395024
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.1,"24-227-513.01.01-WO8-TestPileFrame_Axial",50080.080000,-2800.670000,54882.550000,54882.550000,928.140000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.10,"24-227-502.01.01-WO8-TestPileLiftDevice",8346.680000,0.000000,18943.060000,18943.060000,0.010000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.11,"24-227-XXX.XX.XX - WO8 - Rig Temporary M",8346.680000,0.000000,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.12,"24-227-504.02.02-WO8-BargeTempMooring",8346.680000,0.000000,676.920000,676.920000,3244.060000,169.230000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.13,"24-227-XXX.XX.XX - WO8 - Survey Control",5008.010000,,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.14,"24-227-502.01.02-WO8-PileCutLiftFrame",6677.340000,0.000000,2825.360000,2825.360000,3706.440000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.15,"24-227-XXX.XX.XX - WO8 - Test Pile Horn",8346.680000,,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.16,"24-227-XXX.XX.XX - WO8 - Pylon Foundatio",32051.250000,,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.17,"24-227-XXX.XX.XX - WO8 - Crane Barge Sta",834.660000,,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.18,"24-227-501.06.02-WO8-PileAccessPlatform",0.000000,-2812.560000,15880.740000,15880.740000,1403.540000,-15.864875124875
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.2,"24-227-513.01.02-WO8-TestPileFrame_Latrl",16693.360000,0.000000,20120.370000,20120.370000,0.000000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.3,"24-227-XXX.XX.XX - WO8 - WEAP/Pile Drivi",3338.670000,0.000000,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.4,"24-227-504.04.02-WO8-PileLashingOpenTow",30048.050000,0.000000,456.190000,456.190000,5241.590000,624.828957345972
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.5,"24-227-508.01.02-WO8-TestPileTemplate",32134.710000,-1845.290000,72496.320000,72496.320000,1845.290000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.6,"24-227-508.01.04-WO8-PileTrippingFrame",3338.670000,-150.870000,19340.090000,19340.090000,150.870000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.7,"24-227-508.01.03-WO8-TestPileBubblCrtain",13354.690000,-1363.630000,18002.630000,18002.630000,1363.630000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.8,"24-227-504.04.01-WO8-ManLiftOnBarge",8346.680000,0.000000,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.6.1.9,"24-227-XXX.XX.XX - WO8 - Hammer Stand",6677.340000,,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.7,"WO#10 Test Pile",56451.610000,8281.320000,9344.690000,125000.000000,-68548.390000,
202505,106073,Kiewit Infrastructure Engineers,1.1.7.1,"Kiewit Engineering",56451.610000,8281.320000,9344.690000,125000.000000,-68548.390000,
202505,106073,Kiewit Infrastructure Engineers,1.1.7.1.1,"ESDC - Construction RFI's",56451.610000,7109.210000,7129.560000,85000.000000,-28548.390000,
202505,106073,Kiewit Infrastructure Engineers,1.1.7.1.2,"ESDC - Shop Drawings",,1172.110000,2215.130000,40000.000000,-40000.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.7.2,"GZA",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.7.2.1,"ESDC - Construction RFI's",,,,,,
202505,106073,Kiewit Infrastructure Engineers,1.1.7.2.2,"ESDC - Shop Drawings",,,,,,
202505,106073,Kiewit Infrastructure Engineers,1.1.8,"WO#11 - Wind Tunnel Testing",946800.000000,94600.000000,662200.000000,946800.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.8.1,"RWDI",946800.000000,94600.000000,662200.000000,946800.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.8.1.1,"RWDI - WO#11 - Wind Tunnel Testing",946800.000000,94600.000000,662200.000000,946800.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.9,"WO#12 - Float In Cofferdam",282077.560000,,,157077.560000,407077.560000,
202505,106073,Kiewit Infrastructure Engineers,1.1.9.1,"WO#12 - Float In Cofferdam",282077.560000,,,157077.560000,407077.560000,
202505,106073,Kiewit Infrastructure Engineers,1.2,"TSCD - Pre-Con",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.2.1,"24-227-TSCD Engineering (KIE) - PRECON",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.3,"G&A",5771498.570000,436751.530000,3884337.100000,10084069.000000,-4545378.700000,1519938.576006524447
202505,106073,Kiewit Infrastructure Engineers,1.3.1,"G&A",5771498.570000,436751.530000,3884337.100000,10084069.000000,-4545378.700000,1519938.576006524447
202505,106073,Kiewit Infrastructure Engineers,2,"Miscellaneous Revenue Internal",0.000000,34146.620000,278150.410000,442396.480000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,2.1,"Miscellaneous Revenue Internal",0.000000,34146.620000,278150.410000,442396.480000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,2.1.1,"FSK - Construction Support (Estimating S",0.000000,28947.370000,204496.030000,180920.480000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,2.1.2,"FSK - Construction Support (PCM)",,-6104.630000,61494.360000,184571.290000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,2.1.3,"FSK - Construction Support (Scheduling)",,11303.880000,12160.020000,76904.710000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3,"Miscellaneous Revenue External",0.000000,132.290000,123.290000,0.000000,260.400000,
202505,106073,Kiewit Infrastructure Engineers,3.1,"DBE JOR Line Item (MH)",,0.000000,0.000000,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.2,"DBE JOR Line Item ($)",,-1382275.600000,-8198145.770000,-7913565.800000,1217.200000,
202505,106073,Kiewit Infrastructure Engineers,3.3,"KB DBE Subs",0.000000,1382407.890000,8198269.060000,7913565.800000,-956.800000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1,"WO#2 - P1A",0.000000,0.000000,1780850.480000,1805509.200000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.1,"STRAUGHAN",,0.000000,139910.190000,139910.190000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.1.1,"Work Order #2 - Proof of Concept - Preli",,0.000000,139910.190000,139910.190000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.1.1.1,"Environmental",,0.000000,139910.190000,139910.190000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.1.1.1.1,"Environmental Coordination",,0.000000,139910.190000,139910.190000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.2,"HLB",,0.000000,105444.870000,104917.520000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.2.1,"Work Order #2 - Proof of Concept - Preli",,0.000000,105444.870000,104917.520000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.2.1.1,"Aesthetics",,0.000000,105444.870000,104917.520000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.2.1.1.1,"Draft Visual Quality Lighting Plan",,0.000000,105444.870000,104917.520000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.2.1.1.2,"2D and 3D Visualizations and Renderings",,0.000000,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.2.1.1.3,"Main Span Layout Evaluation - HLB",,0.000000,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.3,"MP ENGINEERS",,0.000000,257884.900000,251291.600000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.3.1,"Work Order #2 - Proof of Concept - Preli",,0.000000,257884.900000,251291.600000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.3.1.1,"Structural",,0.000000,257884.900000,251291.600000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.3.1.1.1,"POC Design Plans - Sign Structures",,0.000000,257884.900000,251291.600000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.3.1.1.2,"POC Design Plans - Ancillary Structures",,0.000000,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.4,"DRIVE ENGINEERING",,0.000000,625281.970000,625281.970000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.4.1,"Work Order #2 - Proof of Concept - Preli",,0.000000,625281.970000,625281.970000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.4.1.1,"Traffic",,0.000000,290124.230000,290124.230000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.4.1.1.1,"Traffic Operations and Engineering Desig",,0.000000,144066.580000,144066.580000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.4.1.1.2,"POC Design Plans - Signage",,0.000000,89823.350000,89823.350000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,3.3.1.4.1.1.3,"POC Design Plans - Pavement Markings",,0.000000,9594.320000,9594.320000,0.000000,
